sold_price,address,bedNum,bathNum,sqarefootage,soldOn,List Date,Sold Date,Type,Style,Area,Municipality,Community,List Price,Bedrooms,Bathrooms,Kitchens,Rooms,Parking Total,Municipality District,Groceries #1 name,Groceries #2 name,Groceries #3 name,Liquor Store #1 name,Liquor Store #2 name,Liquor Store #3 name,Restaurants #1 name,Restaurants #2 name,Restaurants #3 name,Coffee #1 name,Coffee #2 name,Coffee #3 name,Bank #1 name,Bank #2 name,Bank #3 name,Gas Station #1 name,Gas Station #2 name,Gas Station #3 name,Park #1 name,Park #2 name,Park #3 name,Library #1 name,Library #2 name,Library #3 name,Medical Care #1 name,Medical Care #2 name,Medical Care #3 name,Pharmacy #1 name,Pharmacy #2 name,Pharmacy #3 name,Mall #1 name,Mall #2 name,Mall #3 name,Movie Theatre #1 name,Movie Theatre #2 name,Movie Theatre #3 name,Bar #1 name,Bar #2 name,Bar #3 name,Groceries #1 address,Groceries #2 address,Groceries #3 address,Groceries #1 distance,Groceries #2 distance,Groceries #3 distance,Liquor Store #1 address,Liquor Store #2 address,Liquor Store #3 address,Liquor Store #1 distance,Liquor Store #2 distance,Liquor Store #3 distance,Restaurants #1 address,Restaurants #2 address,Restaurants #3 address,Restaurants #1 distance,Restaurants #2 distance,Restaurants #3 distance,Coffee #1 address,Coffee #2 address,Coffee #3 address,Coffee #1 distance,Coffee #2 distance,Coffee #3 distance,Bank #1 address,Bank #2 address,Bank #3 address,Bank #1 distance,Bank #2 distance,Bank #3 distance,Gas Station #1 address,Gas Station #2 address,Gas Station #3 address,Gas Station #1 distance,Gas Station #2 distance,Gas Station #3 distance,Park #1 address,Park #2 address,Park #3 address,Park #1 distance,Park #2 distance,Park #3 distance,Library #1 address,Library #2 address,Library #3 address,Library #1 distance,Library #2 distance,Library #3 distance,Medical Care #1 address,Medical Care #2 address,Medical Care #3 address,Medical Care #1 distance,Medical Care #2 distance,Medical Care #3 distance,Pharmacy #1 address,Pharmacy #2 address,Pharmacy #3 address,Pharmacy #1 distance,Pharmacy #2 distance,Pharmacy #3 distance,Mall #1 address,Mall #2 address,Mall #3 address,Mall #1 distance,Mall #2 distance,Mall #3 distance,Movie Theatre #1 address,Movie Theatre #2 address,Movie Theatre #3 address,Movie Theatre #1 distance,Movie Theatre #2 distance,Movie Theatre #3 distance,Bar #1 address,Bar #2 address,Bar #3 address,Bar #1 distance,Bar #2 distance,Bar #3 distance,longitude,latitude,pageNum,iterationNum,weblink
"900,000", 35 Mariner Terrace Terrace,2+1,1,900-999,"Feb 24, 2021",2021-02-19 00:00:00.0,2021-02-24 00:00:00.0,Condo Apt,Apartment,Toronto,Toronto,Waterfront Communities C1,799900.00,2,1,1,6,1.0,Toronto C01,Sobeys Urban Fresh Spadina,Rabba's Fine Foods,Fresh & Wild,The Beer Store,Steam Whistle Brewing,Wine Rack,Spot Coffee,Mi-Ne Sushi Japanese Restaurant,Mi-Ne Sushi,Fresh & Wild,Brassaii,The Strathcona Hotel,RBC Royal Bank,Scotiabank,Royal Bank Building,King St Esso,Leslieville Pumps,Transfer Stations,Toronto Music Garden,HTO Park,Clarence Square,TIFF Bell Lightbox,Royal Canadian Military Institute,City Hall Library,Infinity Health Centre,Emkiro Health Services | Toronto's Landmark for Healthcare™ | 📲 emkiro.ca,Mount Sinai Hospital,Loblaws,Shoppers Drug Mart,Toronto Western Hospital,Chinatown Centre,Toronto-Dominion Centre,Kensington Market,Toronto International Film Festival,Princess of Wales Theatre,Scotiabank Theatre Toronto,St. Louis Bar & Grill,St. Louis Bar and Grill,Toronto Marriott City Centre Hotel,22 Fort York Boulevard ,252 Queens Quay W ,69 Spadina Avenue ,0.2,0.53,0.71,350 Queens Quay West ,255 Bremner Boulevard ,746 King Street West ,0.28,0.57,1.12,333 Bremner Boulevard ,325 Bremner Boulevard ,325 Bremner Boulevard ,0.11,0.13,0.13,69 Spadina Avenue ,461 King St W ,60 York Street ,0.71,0.69,1.02,434-436 King Street West ,40 King Street West ,8 King Street East ,0.69,1.45,1.57,952 King St W ,929 Queen Street East ,400 Commissioners St ,1.62,4.74,4.56,479 Queens Quay West ,339 Queens Quay West ,25 Clarence Square ,0.33,0.38,0.5,350 King Street West ,426 University Avenue ,100 Queen Street West ,0.78,1.62,1.63,39 Lower Simcoe Street ,70 University Avenue  ,600 University Avenue ,0.73,0.99,1.98,585 Queen Street West ,901 King Street West ,399 Bathur St ,1.13,1.55,1.9,222 Spadina Avenue ,66 ellington St W ,KensingtonKensington Ave ,1.33,1.23,1.76,350 King Street West ,300 King St W ,259 Richmond Street West ,0.76,0.85,0.98,313 Bremner Boulevard ,313 Bremner Boulevard ,1 Blue Jays Way ,0.14,0.15,0.35,-79.392126,43.639684,313,46,https://www.zolo.ca/toronto-real-estate/35-mariner-terrace-terrace/205
"885,000", 3 Navy Wharf Court,2+1,2,900-999,"Feb 24, 2021",2021-02-19 00:00:00.0,2021-02-24 00:00:00.0,Condo Apt,Apartment,Toronto,Toronto,Waterfront Communities C1,849900.00,2,2,1,5,1.0,Toronto C01,Sobeys Urban Fresh Spadina,Rabba's Fine Foods,Fresh & Wild,The Beer Store,Steam Whistle Brewing,Wine Rack,St. Louis Bar & Grill,Mi•Ne Sushi,Mi-Ne Sushi,Fresh & Wild,Brassaii,The Strathcona Hotel,RBC Royal Bank,Scotiabank,Royal Bank Building,King St Esso,Leslieville Pumps,Transfer Stations,HTO Park,Clarence Square,Toronto Music Garden,TIFF Bell Lightbox,Royal Canadian Military Institute,Toronto Public Library - City Hall Library,Infinity Health Centre,Emkiro Health Services | Toronto's Landmark for Healthcare™ | 📲 emkiro.ca,Patient Networks Family Medicine Walk In Clinic,Loblaws,Toronto Western Hospital,Shoppers Drug Mart,Toronto-Dominion Centre,Chinatown Centre,Kensington Market,Toronto International Film Festival,Princess of Wales Theatre,Scotiabank Theatre Toronto,St. Louis Bar & Grill,St. Louis Bar and Grill,Toronto Marriott City Centre Hotel,22 Fort York Boulevard ,252 Queens Quay W ,69 Spadina Avenue ,0.28,0.44,0.69,350 Queens Quay West ,255 Bremner Boulevard ,746 King Street West ,0.25,0.46,1.2,313 Bremner Boulevard ,325 Bremner Boulevard ,325 Bremner Boulevard ,0.02,0.02,0.02,69 Spadina Avenue ,461 King St W ,60 York Street ,0.69,0.7,0.9,434-436 King Street West ,40 King Street West ,8 King Street East ,0.67,1.33,1.45,952 King St W ,929 Queen Street East ,400 Commissioners St ,1.72,4.62,4.44,339 Queens Quay West ,25 Clarence Square ,479 Queens Quay West ,0.36,0.48,0.45,350 King Street West ,426 University Avenue ,100 Queen Street West ,0.7,1.54,1.53,39 Lower Simcoe Street ,70 University Avenue  ,157 Yonge Street ,0.61,0.87,1.63,585 Queen Street West ,399 Bathur St ,901 King Street West ,1.16,1.91,1.64,66 ellington St W ,222 Spadina Avenue ,KensingtonKensington Ave ,1.11,1.31,1.74,350 King Street West ,300 King St W ,259 Richmond Street West ,0.69,0.76,0.91,313 Bremner Boulevard ,313 Bremner Boulevard ,1 Blue Jays Way ,0.02,0.03,0.24,-79.391001,43.640431,313,48,https://www.zolo.ca/toronto-real-estate/3-navy-wharf-court/1907
"850,000",88 Trott Square,3+1,2,n/a,"Feb 24, 2021",2021-02-19 00:00:00.0,2021-02-24 00:00:00.0,Semi-Detached,2-Storey,Toronto,Toronto,Malvern,689000.00,3,2,1,7,3.0,Toronto E11,Daisy Mart,New Ocean Supermarket,Rubini East & West Indian Grocery,The Beer Store,Beer Store,Beer Store The,Tapp's Restaurant,Tapp's Bar & Grill,Spicy Pizza Wings,Dark City Coffee Company,Tim Hortons,Solo Cup Canada,TD Bank Financial Group,TD Canada Trust,TD Canada Trust Branch and ATM,Markham & Sheppard ESSO,Petro-Canada,Esso,Neilson Park,Neilson Park - Scarborough,Birunthan Park,Malvern,Toronto Public Library - Malvern Branch,Toronto Public Library - Malvern Library,Malvern Sleep Clinic,Malvern Medical Centre,CMC Medical Center,Rexall Pharma Plus,Shoppers Drug Mart,Rexall,Malvern Town Centre,SmartCentres Scarborough East,Walmart Morningside Scarborough Supercentre,Cineplex Odeon Corporation,Cine Epic Cinematography,Cineplex Odeon Morningside Cinemas,Tapp's Bar & Grill,The Music Man DJ Service,Canlan Ice Sports,5739 Finch Av E ,5635 Finch Avenue East ,31 Tapscott Rd ,0.62,0.75,1.07,1001 Sandhurst Circle ,2866 Ellesmere Road ,CentenaryCentenary Plaza ,2.78,3.8,3.82,5630 Finch E ,5630 Finch Av E ,5637 Finch E ,0.67,0.69,0.71,410 Mclevin Avenue ,5551 Finch Avenue East ,2121 Markham Road ,0.73,1.02,1.35,49 Lapsly Rd  Shppard E ,49 Lapsley Road ,49 Lapsley Road ,1.91,1.93,1.93,1641 Markham Rd ,1525 Markham Road ,5975 Steeles Avenue East ,2.33,2.67,3.27,1555 Neilson Rd ,1555 Neilson Rd ,31 Dragonfly Crescent ,0.39,0.39,1.06,30 Sewells Road ,30 Sewells Road ,30 Sewells Road ,1.17,1.17,1.18,1371 Neilson Road Suite  ,1333 Neilson Road ,5995 Stls Av E ,0.8,0.93,3.08,1371 Neilson Road ,31 Tapscott Road ,1371 Neilson Road ,0.78,0.94,0.86,31 Tapscott Road ,799 Milner Avenue ,799 Milner Ave ,0.92,2.77,2.77,785 Milner ,7 Eastvale Drive  ,785 Milner Avenue ,2.66,3.07,2.69,5630 Finch Av E ,45 Grapevine Cir ,159 Dynamic Drive ,0.69,1.96,2.52,-79.230063,43.812165,313,50,https://www.zolo.ca/toronto-real-estate/88-trott-square
"766,000", 121 Mcmahon Drive,2+1,2,900-999,"Feb 24, 2021",2021-02-19 00:00:00.0,2021-02-24 00:00:00.0,Condo Apt,Apartment,Toronto,Toronto,Bayview Village,699900.00,2,2,1,5,1.0,Toronto C15,M&M Meat Shops,Nutrition House Fairview Mall,Loblaws,LCBO Toronto-North York,The Beer Store,Wine Rack,IKEA Restaurant,Peking Man Restaurant,Subway,Tim Hortons,Starbucks,Oliver & Bonacini Cafe Grill,Bank of Montreal,RBC Royal Bank,BMO Bank Of Montreal,Canadian Tire Gas+ - TOR - Sheppard/Leslie,Shell,Esso,Clarinda Park,Kirkwood Park,Mossgrove Park,Toronto Public Library - Bayview Branch,Toronto Public Library - Bayview Library,Bayview Library,Walkrite Foot Clinic,Main Drug Mart Home Health Care Centre,Main Drug Mart,Main Drug Mart Home Health Care Centre,Shoppers Simply Pharmacy,St. Gabriel IDA Pharmacy,Bayview Village Shopping Centre,Bayview Village,York Mills Shopping Centre,CF Fairview Mall,Cineplex Cinemas,Cineplex Cinemas Fairview Mall,The Keg Steakhouse & Bar - Leslie,The Keg Steakhouse + Bar - Leslie Street,The Keg,734 Sheppard Avenue East ,SheppardSheppard Av E ,2877 Bayview Avenue ,0.45,1.15,1.18,2901 Bayview Ave ,3078 Don Mills Rd ,20 Church Avenue ,1.1,2.55,3.43,15 Provost Drive ,1108 Shppard Av E ,802 Sheppard Avenue East ,0.19,0.42,0.36,4751 Leslie Street ,2901 Bayview Avenue ,2901 Bayview Ave ,0.58,1.02,1.17,57 Provost Drive ,27 Rean Drive ,4797 Leslie Street ,0.16,0.92,1.36,1015 Sheppard Avenue East  ,730 Sheppard Avenue East ,4751 Leslie Street ,0.27,0.47,1.33,1240 Sheppard avenue ,25 Kirkwood Road ,57 Mossgrove Trail ,0.81,1.55,1.67,2901 Bayview Avenue ,2901 Bayview Avenue ,2901 Bayview Avenue ,1.11,1.11,1.11,1110 Shppard Av E ,1100 Shppard Av E ,1100 Shppard Av E ,0.39,0.41,0.42,1100 Sheppard Avenue East ,701 Sheppard Avenue East ,650 Shppard Av E ,0.41,0.52,0.79,2901 Bayview Avenue ,2901 Bayview Ave ,291 York Mills Rd ,1.15,1.16,2.51,1800 Sheppard Avenue East ,1800 Sheppard Avenue East Unit Y ,1800 Sheppard Avenue East Y ,2.4,2.51,2.51,1977 Leslie Street ,1977 Leslie Street ,1977 Leslie Street ,1.26,1.28,1.29,-79.370623,43.767726,313,52,https://www.zolo.ca/toronto-real-estate/121-mcmahon-drive/1117
"737,000", 35 Island Road,4,3,1200-1399,"Feb 24, 2021",2021-02-19 00:00:00.0,2021-02-24 00:00:00.0,Condo Townhouse,Stacked Townhse,Toronto,Toronto,Rouge E10,599000.00,4,3,1,7,1.0,Toronto E10,Mike & Lori's No Frills,Metro,Tianos Quality Produce,Beer Store,LCBO,LCBO Toronto-Scarborough,The Black Dog Pub,McDonald's,Mr.Sub,"Yvonne""s Coffee Haus",Tim Hortons,Lamanna's Bakery,Scotiabank,Bank of Nova Scotia,RBC Royal Bank,Pioneer,Pioneer Energy,Pioneer Energy Gas Station,Kirkdene Park,Fanfare Park,Adams Park,Toronto Public Library - Port Union Library,Toronto Public Library - Port Union,Toronto Public Library - Port Union Branch,InStep Foot Clinic,Nouveau Day Spa,Seriously Speaking Speech Language Serv,DRUGStore Pharmacy,Rylander Pharmasave,Shoppers Drug Mart,Ravine Park Plaza,Digital Trading,Steeple Hill Shopping Centre,Cineplex,Cineplex Odeon,Cineplex Odeon Morningside Cinemas,The Black Dog Pub,Port Union Fish & Chips,Harp and Crown Pub,70 Island Rd ,261 Port Union Road ,375 Kingston Rd ,0.14,0.98,1.69,5544 Lawrence Avenue East  ,5508 Lawrence Avenue East ,5508 Lawrnc Av E ,1.93,1.97,1.97,87 Island Road ,7431 Kingston Road ,7331 Kingston Road ,0.26,0.36,0.32,98 Island Road ,6780 Kingston Road ,6758 Kingston Rd ,0.29,0.41,0.46,305 Port Union Rd ,305 Port Union Road ,75 Rylander Boulevard ,0.81,0.84,0.83,7445 Kingston Road ,7445 Kingston Road ,7445 Kingston Road ,0.52,0.53,0.53,100 Kirkdene Dr ,40 Fanfare Avenue ,2 Rozell Road ,0.41,0.64,0.64,5450 Lawrence Avenue East ,5450 Lawrence Avenue East ,5450 Lawrence Avenue East ,1.97,1.99,1.99,6758 Kingston Road ,375 Kingston Road ,1824 Forestview Dr ,0.46,1.69,2.59,70 Island Road ,6785 Kingston Rd ,91 Rylander Boulevard ,0.15,0.35,0.91,275 Port Union Road ,47 Generation Boulevard  ,650 Kingston Road ,0.93,2.18,3.04,785 Milner Ave ,785 Milner Avenue ,785 Milner Avenue ,4.9,4.91,4.94,87 Island Road ,65 Rylander Blvd ,300 Kingston Road ,0.26,0.59,1.59,-79.142776,43.796157,313,54,https://www.zolo.ca/toronto-real-estate/35-island-road/2
"695,000", 117 Mcmahon Drive,1+1,1,600-699,"Feb 24, 2021",2021-02-19 00:00:00.0,2021-02-24 00:00:00.0,Condo Apt,Apartment,Toronto,Toronto,Bayview Village,675000.00,1,1,1,5,1.0,Toronto C15,M&M Meat Shops,Nutrition House Fairview Mall,Loblaws,LCBO Toronto-North York,The Beer Store,Wine Rack,IKEA Restaurant,Peking Man Restaurant,Subway,Tim Hortons,Starbucks,Second Cup,Bank of Montreal,RBC Royal Bank,BMO Bank Of Montreal,Canadian Tire Gas+ - TOR - Sheppard/Leslie,Shell,Esso,Clarinda Park,Kirkwood Park,Mossgrove Park,Toronto Public Library - Bayview Library,Toronto Public Library - Bayview Branch,Bayview Library,Walkrite Foot Clinic,Main Drug Mart Home Health Care Centre,Main Drug Mart,Main Drug Mart Home Health Care Centre,Shoppers Simply Pharmacy,IDA Main Drug Mart Compounding Pharmacy,Bayview Village Shopping Centre,Bayview Village,York Mills Shopping Centre,CF Fairview Mall,Cineplex Cinemas,Cineplex Cinemas Fairview Mall,The Keg Steakhouse & Bar - Leslie,The Keg Steakhouse + Bar - Leslie Street,The Keg,734 Sheppard Avenue East ,SheppardSheppard Av E ,2877 Bayview Avenue ,0.53,1.11,1.25,2901 Bayview Ave ,3078 Don Mills Rd ,20 Church Avenue ,1.18,2.54,3.51,15 Provost Drive ,1108 Shppard Av E ,802 Sheppard Avenue East ,0.13,0.45,0.44,4751 Leslie Street ,2901 Bayview Avenue ,1881 Leslie Street ,0.52,1.1,1.41,57 Provost Drive ,27 Rean Drive ,4797 Leslie Street ,0.18,0.99,1.37,1015 Sheppard Avenue East  ,730 Sheppard Avenue East ,4751 Leslie Street ,0.34,0.55,1.34,1240 Sheppard avenue ,25 Kirkwood Road ,57 Mossgrove Trail ,0.83,1.48,1.61,2901 Bayview Avenue ,2901 Bayview Avenue ,2901 Bayview Avenue ,1.18,1.18,1.19,1110 Shppard Av E ,1100 Shppard Av E ,1100 Shppard Av E ,0.41,0.43,0.44,1100 Sheppard Avenue East ,701 Sheppard Avenue East ,1333 Sheppard Avenue East ,0.43,0.6,0.85,2901 Bayview Avenue ,2901 Bayview Ave ,291 York Mills Rd ,1.23,1.24,2.52,1800 Sheppard Avenue East ,1800 Sheppard Avenue East Unit Y ,1800 Sheppard Avenue East Y ,2.36,2.46,2.46,1977 Leslie Street ,1977 Leslie Street ,1977 Leslie Street ,1.18,1.21,1.21,-79.371937,43.76685,313,56,https://www.zolo.ca/toronto-real-estate/117-mcmahon-drive/ph10
"670,000", 21 Iceboat Terrace,1+1,1,600-699,"Feb 24, 2021",2021-02-19 00:00:00.0,2021-02-24 00:00:00.0,Condo Apt,Apartment,Toronto,Toronto,Waterfront Communities C1,675000.00,1,1,1,4,1.0,Toronto C01,Sobeys Urban Fresh Spadina,Harbour Green Farms,Fresh & Wild,LCBO,Wine Rack,The Beer Store,Hunters Landing,Marben,Le Sélect Bistro,Brassaii,Starbucks,Fresh & Wild,RBC Royal Bank,Scotiabank,Royal Bank Building,King St Esso,Leslieville Pumps,Transfer Stations,Canoe Landing,Victoria Memorial Park,Toronto Music Garden,TIFF Bell Lightbox,Royal Canadian Military Institute,Toronto Public Library - City Hall Library,Infinity Health Centre,Emkiro Health Services | Toronto's Landmark for Healthcare™ | 📲 emkiro.ca,Toronto Western Hospital,Loblaws,Shoppers Drug Mart,Toronto Western Hospital,Chinatown Centre,Kensington Market,Toronto-Dominion Centre,Toronto International Film Festival,Scotiabank Theatre Toronto,Princess of Wales Theatre,Marben,C Lounge,Eddison's,22 Fort York Boulevard ,650 Queens Quay W ,69 Spadina Avenue ,0.25,0.53,0.63,415 King Street West ,746 King Street West ,350 Queens Quay West ,0.6,0.71,0.7,82 Fort York Boulevard ,488 ellington St W ,432 ellington St W ,0.06,0.35,0.36,461 King St W ,625 King Street West ,69 Spadina Avenue ,0.53,0.52,0.63,434-436 King Street West ,40 King Street West ,8 King Street East ,0.63,1.72,1.85,952 King St W ,929 Queen Street East ,400 Commissioners St ,1.2,5.08,4.94,95 Fort York Blvd ,10 Niagara Street ,479 Queens Quay West ,0.15,0.35,0.43,350 King Street West ,426 University Avenue ,100 Queen Street West ,0.9,1.68,1.78,39 Lower Simcoe Street ,70 University Avenue  ,399 Bathur St ,1.12,1.25,1.62,585 Queen Street West ,901 King Street West ,399 Bathur St ,0.83,1.12,1.62,222 Spadina Avenue ,KensingtonKensington Ave ,66 ellington St W ,1.17,1.57,1.51,350 King Street West ,259 Richmond Street West ,300 King St W ,0.85,1.03,0.98,488 Wellington Street West ,456 ellington St W ,456 Wellington Street West ,0.33,0.37,0.38,-79.397447,43.640309,313,58,https://www.zolo.ca/toronto-real-estate/21-iceboat-terrace/4815
"597,000", 56 Forest Manor Road,1+1,2,600-699,"Feb 24, 2021",2021-02-19 00:00:00.0,2021-02-24 00:00:00.0,Condo Apt,Apartment,Toronto,Toronto,Henry Farm,599000.00,1,2,1,5,1.0,Toronto C15,Nutrition House Fairview Mall,Foodland - Toronto,Foodland,The Beer Store,Beer Store,LCBO,SPRING ROLLS RESTAURANT,St Louis Bar And Grill,Mac's Sushi - Fairview Mall,McDonald's,Delimark Cafe,Tim Hortons,Bank Of China (Canada),Royal Bank of Canada,CIBC Branch (Cash at ATM only),Petro Canada,Petro-Canada,Esso,Sandover Park,Bellbury Park,Kirkwood Park,Toronto Public Library - Fairview Library Branch,Toronto Public Library - Fairview Library,Fairview Library,CML HealthCare Inc.,Ontario Telemedicine Network,Seniors' Health Centre,Main Drug Mart,IDA Main Drug Mart Compounding Pharmacy,MediSystem Pharmacy,Cadillac Fairview Corporation Limited The,Fairview Mall,CF Fairview Mall,CF Fairview Mall,Cineplex Cinemas,Cineplex Cinemas Fairview Mall,SPRING ROLLS RESTAURANT,St Louis Bar And Grill,Spring Rolls,SheppardSheppard Avenue East ,107 Parkway Forest Drive ,107 Parkway Forest Drive ,0.46,0.4,0.4,3078 Don Mills Rd ,2934 Finch Avenue East ,2946 Finch E ,1.55,2.63,2.62,1800 Sheppard Avenue East  ,1800 Sheppard Avenue East ,1800 Shppard Av E ,0.33,0.43,0.47,1800 Sheppard Avenue East ,180 Duncan Mill Road ,4751 Leslie Street ,0.58,1.44,1.62,3040 Don Mills Road East ,2786 Victoria Park Avenue ,2800 Victoria Park Avenue ,1.51,2.04,2.04,3075 Don Mills Road ,3075 Don Mills Road ,4751 Leslie Street ,1.69,1.74,1.7,10 Sandover Dr ,65 Van Horne Avenue ,25 Kirkwood Road ,1.64,1.83,2.4,35 Fairview Mall Drive ,35 Fairview Mall Drive ,35 Fairview Mall Dr ,0.66,0.66,0.68,5 Fairview Mall Drive  ,105 Moatfield Drive ,1351 Sheppard Avenue East ,0.69,1.58,1.21,1333 Sheppard Avenue East ,1333 Sheppard Avenue East ,75 Lesmill Road ,1.32,1.35,1.82,291 York Mills Rd ,1800 Sheppard Avenue East ,1800 Sheppard Avenue East ,0.43,0.43,0.43,1800 Sheppard Avenue East ,1800 Sheppard Avenue East Unit Y ,1800 Sheppard Avenue East Y ,0.49,0.6,0.6,1800 Sheppard Avenue East  ,1800 Sheppard Avenue East ,1800 Sheppard Avenue East ,0.33,0.43,0.49,-79.344575,43.772365,313,60,https://www.zolo.ca/toronto-real-estate/56-forest-manor-road/1201
"558,500", 121 Prescott Avenue,n/a,1,600-699,"Feb 24, 2021",2021-02-19 00:00:00.0,2021-02-24 00:00:00.0,Condo Apt,Apartment,Toronto,Toronto,Corso Italia-Davenport,475000.00,0,1,1,2,1.0,Toronto W03,Real Canadian Wholesale Club,Wholesale Club,FreshCo,LCBO,The Beer Store,Beer Store,The Dairy Freeze,Phoga Banh Cuon,La Paloma Gelateria & Cafe,Junction Eatery,The Beet Organic Cafe & Market,Starbucks,National Bank,HSBC Bank,RBC Royal Bank,Esso,Canadian Tire Gas TOR,Shell Canada,Earlscourt Park,Fairbank Memorial Park,Runnymede Park,Toronto Public Library - St. Clair/Silverthorn Library,Toronto Public Library - St. Clair/Silverthorn Branch,St. Clair/Silverthorn Library,herbalife independent distributor,Dufferin Medical Pharmacy,LifeLabs,Shoppers Simply Pharmacy,St Clair Pharmacy Ltd,I.D.A.,Toronto Weston Flea Market,Westside Mall,Showcase,Revue Cinema,The Revue Cinema,Humber Cinemas,Delta Bingo and Gaming,FARMHOUSE tavern,Indie Alehouse,605 Rogers Rd ,605 Rogers Rd ,2330 Eglinton Avenue West ,1.18,1.18,1.73,2151 St Clair Ave W ,529 Oakwood Ave ,529 Oakwood Avenue ,1.45,2.21,2.21,1601 St Clair Ave W ,1772 St Clair Ave W ,1357 St Clair Ave W ,0.42,0.51,0.62,DundasDundas Street West ,2945 Dundas St W ,2151 St Clair Ave W ,1.45,1.6,1.44,1295 Saint Clair Avenue West ,1241 Saint Clair Avenue West ,1970 Saint Clair Avenue West ,0.76,1,1.1,537 Keele Street ,403 Keele Street ,1610 Keele St ,1.09,1.41,1.19,1200 Lansdowne Avenue ,2213 Dufferin St ,221 Ryding Ave ,0.71,1.74,1.95,1748 Saint Clair Avenue West ,1748 Saint Clair Avenue West ,1748 Saint Clair Avenue West ,0.46,0.46,0.47,62 Ennerdale Road ,2045 Dufferin Street ,1615 Dufferin Street  ,1.26,1.33,1.29,1223 Saint Clair Avenue West  ,1223 St Clair W ,576 Rogers Road ,1.06,1.07,1.15,404 Old Weston Road ,2400 Eglinton Avenue West ,900 Dufferin Street ,0.59,1.79,2.94,400 Roncesvalles Ave ,400 Roncesvalles Ave ,2442 Bloor St W ,3.06,3.06,3.87,1799 St Clair Ave W ,1627 Dupont Street ,2876 Dundas Street West ,0.72,1.5,1.51,-79.458298,43.677865,313,64,https://www.zolo.ca/toronto-real-estate/121-prescott-avenue/12
"2,750,000",257 Borden Street,4+1,5,2000-2500,"Feb 24, 2021",2021-02-18 00:00:00.0,2021-02-24 00:00:00.0,Detached,3-Storey,Toronto,Toronto,University,2499000.00,4,5,1,8,2.0,Toronto C01,Noah's Natural Foods,Varsity,PAT Central Market,Bellwoods Brewery,The Beer Store,LCBO,Tranzac Club,Sushi on Bloor,Hey Lucy Pizza & Wine Bar,County Coffee,Aroma Espresso Bar,Krispy Kreme Doughnuts,CIBC Branch with ATM,CIBC Branch & ATM,BLOOR & DOVERCOURT,Shell,King St Esso,Esso,Gwendolyn MacEwen Park,Healey Willan Park,Vermont Square,Innis College Library - University of Toronto,Robarts Library,Thomas Fisher Rare Book Library,Advanced Laser & Cosmetic,Centre for Addiction and Mental Health,Toronto Western Hospital,Toronto Western Hospital,Shoppers Drug Mart,Loblaws,Kensington Market,Hazelton Lanes,Hazelton Lanes Shopping Centre,The Bloor Hot Docs Cinema,Hot Docs Ted Rogers Cinema,Bloor Hot Docs Cinema,Ginger,The Brunswick House,Lee's Palace,322 Bloor Street West ,364 Huron Street ,675 Bloor St W ,0.44,0.61,0.67,124 Ossington Ave ,10 Price Street ,10 Scrivener Square ,2.23,2.19,2.26,292 Brunswick Avenue ,515 Bloor St W ,440 Bloor Street West ,0.07,0.09,0.1,412 Bloor Street West ,500 Bloor Street West ,215 Harbord Street ,0.1,0.17,0.4,535 Saint Clair Avenue West ,535 Saint Clair Avenue West ,972 Bloor Street West ,2.19,2.19,1.75,1077 Yonge Street ,952 King St W ,381 Mount Pleasant Road ,2.13,2.58,4.13,33 Walmer Road ,504 Euclid Avenue ,914 Bathurst Street ,0.44,0.76,0.82,2 Sussex Avenue ,130 George St ,120 Saint George Street ,0.69,0.69,0.75,120 Spadina Road ,250 College St ,399 Bathur St ,0.86,1.03,1.29,399 Bathur St ,524 Queen Street West ,585 Queen Street West ,1.29,1.98,2.05,KensingtonKensington Ave ,55 Avenue Rd ,87 Avenue Rd ,1.33,1.24,1.27,506 Bloor Street West ,506 Bloor Street West ,506 Bloor Street West ,0.19,0.19,0.21,521 Bloor Street West ,481 Bloor St W ,529 Bloor St W ,0.1,0.12,0.11,-79.408241,43.664922,313,66,https://www.zolo.ca/toronto-real-estate/257-borden-street
